season,name,team,era,pa,win_shares,average,power,walks,speed,pct_appearances_1,pct_appearances_2,pct_appearances_3,pct_appearances_4,pct_appearances_5,pct_appearances_6,pct_appearances_7,pct_appearances_8,pct_appearances_9
1992,Cal Ripken Jr.,BAL,1970-2009,715,20,1.0,1.7,2.6,0.8,0.0,0.0,81.8,4.5,13.7,0.0,0.0,0.0,0.0
1993,Cal Ripken Jr.,BAL,1970-2009,718,19,1.1,2.8,2.3,0.9,0.0,0.0,49.7,16.9,33.4,0.0,0.0,0.0,0.0
1994,Cal Ripken Jr.,BAL,1970-2009,484,18,4.2,1.7,0.9,1.5,0.0,0.0,2.9,65.1,32.0,0.0,0.0,0.0,0.0
1995,Cal Ripken Jr.,BAL,1970-2009,613,18,1.2,2.2,1.8,0.5,0.0,0.0,12.1,53.0,34.9,0.0,0.0,0.0,0.0
1996,Cal Ripken Jr.,BAL,1970-2009,707,21,1.6,2.6,1.6,0.5,0.0,0.0,24.5,0.0,25.6,48.5,1.4,0.0,0.0
1997,Cal Ripken Jr.,BAL,1970-2009,686,14,1.8,1.3,1.8,0.3,0.0,0.0,6.3,18.5,50.7,24.5,0.0,0.0,0.0
1998,Cal Ripken Jr.,BAL,1970-2009,659,13,1.4,1.1,1.8,0.1,0.0,0.0,0.8,0.0,29.3,48.0,22.0,0.0,0.0
2001,Cal Ripken Jr.,BAL,1970-2009,516,5,0.3,1.2,0.5,0.0,0.0,0.0,0.0,1.7,35.9,29.1,32.8,0.4,0.2
2013,Anthony Rizzo,CHC,2010-present,690,14,0.3,3.6,4.0,1.8,0.0,4.1,82.3,2.3,10.3,0.6,0.3,0.0,0.1
2014,Anthony Rizzo,CHC,2010-present,616,23,3.7,4.7,4.4,1.7,0.0,0.0,95.9,4.1,0.0,0.0,0.0,0.0,0.0
2015,Anthony Rizzo,CHC,2010-present,701,28,2.9,4.5,4.2,3.2,0.0,27.5,30.5,41.9,0.0,0.0,0.0,0.0,0.0
2016,Anthony Rizzo,CHC,2010-present,676,24,3.7,4.5,4.0,1.6,0.0,0.6,53.1,45.9,0.0,0.0,0.1,0.0,0.3
2017,Anthony Rizzo,CHC,2010-present,691,23,2.3,3.8,4.3,3.0,8.5,0.9,70.3,20.1,0.0,0.0,0.0,0.0,0.1
2018,Anthony Rizzo,CHC,2010-present,665,19,3.5,3.0,3.4,1.0,20.8,0.8,32.6,45.4,0.0,0.0,0.0,0.0,0.5
2019,Anthony Rizzo,CHC,2010-present,613,19,3.7,2.9,4.0,2.6,7.5,0.2,60.2,31.8,0.3,0.0,0.0,0.0,0.0
2020,Anthony Rizzo,CHC,2010-present,243,7,0.7,2.5,3.8,1.4,5.3,65.0,29.2,0.0,0.0,0.4,0.0,0.0,0.0
2021,Anthony Rizzo,- - -,2010-present,576,14,1.1,2.3,2.3,2.9,4.0,27.4,39.8,24.7,3.5,0.0,0.0,0.2,0.5
2022,Anthony Rizzo,NYY,2010-present,548,14,0.5,4.9,4.1,2.4,4.0,16.6,71.4,5.3,0.7,0.7,0.4,0.4,0.5
2024,Anthony Rizzo,NYY,2010-present,209,4,3.1,1.5,1.1,0.6,0.0,0.0,0.0,33.5,32.5,34.0,0.0,0.0,0.0
2003,Brian Roberts,BAL,1970-2009,512,14,1.8,0.4,3.0,4.4,99.8,0.0,0.0,0.0,0.0,0.2,0.0,0.0,0.0
2004,Brian Roberts,BAL,1970-2009,736,15,1.8,0.5,3.1,3.8,97.1,0.7,0.0,0.0,0.0,0.0,0.0,0.1,2.0
2005,Brian Roberts,BAL,1970-2009,640,28,4.7,3.4,3.9,4.5,99.5,0.0,0.0,0.0,0.0,0.0,0.3,0.2,0.0
2006,Brian Roberts,BAL,1970-2009,630,16,2.5,1.3,2.9,4.5,99.5,0.0,0.0,0.0,0.0,0.0,0.2,0.3,0.0
2007,Brian Roberts,BAL,1970-2009,716,21,3.1,1.6,4.1,4.5,99.2,0.0,0.0,0.0,0.0,0.0,0.4,0.3,0.1
2008,Brian Roberts,BAL,1970-2009,704,22,3.7,2.0,3.9,4.7,99.7,0.0,0.0,0.0,0.0,0.0,0.0,0.3,0.0
2009,Brian Roberts,BAL,1970-2009,717,18,2.6,2.2,3.3,3.9,96.5,0.0,2.9,0.0,0.1,0.0,0.0,0.1,0.3
2018,Amed Rosario,NYM,2010-present,592,10,2.0,0.7,0.4,4.8,45.4,0.7,0.7,0.0,0.7,1.7,7.8,13.9,29.2
2019,Amed Rosario,NYM,2010-present,655,16,3.4,0.7,0.3,4.2,27.0,11.0,0.0,0.0,1.2,9.9,32.5,17.4,0.9
2021,Amed Rosario,CLE,2010-present,588,16,4.0,0.8,0.5,4.7,3.7,81.0,0.0,0.0,0.7,7.1,2.0,3.9,1.5
2022,Amed Rosario,CLE,2010-present,670,20,4.1,0.7,0.1,4.8,0.0,85.2,0.0,0.6,10.1,1.2,1.8,0.9,0.1
2023,Amed Rosario,- - -,2010-present,545,9,2.7,0.4,0.6,4.8,0.6,75.6,1.1,6.6,6.2,2.0,2.8,2.2,2.9
1970,Pete Rose,CIN,1970-2009,728,26,4.5,2.4,2.8,3.8,80.3,14.4,5.2,0.0,0.0,0.0,0.0,0.1,0.0
1971,Pete Rose,CIN,1970-2009,707,23,4.2,1.9,3.3,2.6,99.7,0.0,0.0,0.0,0.0,0.0,0.0,0.1,0.1
1972,Pete Rose,CIN,1970-2009,729,29,4.3,1.8,3.3,4.3,95.9,4.1,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1973,Pete Rose,CIN,1970-2009,752,35,5.0,1.2,2.2,3.6,98.1,0.0,1.7,0.0,0.0,0.0,0.0,0.0,0.1
1974,Pete Rose,CIN,1970-2009,771,27,3.0,1.8,4.2,2.1,85.9,14.1,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1975,Pete Rose,CIN,1970-2009,764,25,4.5,2.2,3.5,1.2,100.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1976,Pete Rose,CIN,1970-2009,759,30,4.7,2.7,3.9,2.9,99.2,0.0,0.0,0.0,0.0,0.3,0.0,0.0,0.5
1977,Pete Rose,CIN,1970-2009,732,19,4.4,1.5,2.5,3.4,98.6,1.2,0.0,0.0,0.0,0.0,0.0,0.0,0.1
1978,Pete Rose,CIN,1970-2009,731,22,4.6,1.9,2.2,2.5,100.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1979,Pete Rose,PHI,1970-2009,732,20,4.9,1.3,4.3,2.8,28.8,6.7,64.3,0.0,0.0,0.0,0.0,0.0,0.1
1980,Pete Rose,PHI,1970-2009,739,10,2.8,0.4,2.7,1.6,56.6,41.5,1.8,0.0,0.0,0.0,0.0,0.0,0.1
1981,Pete Rose,PHI,1970-2009,486,12,4.8,0.6,2.8,2.6,57.2,42.8,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1982,Pete Rose,PHI,1970-2009,720,9,2.1,0.4,3.0,2.1,35.4,60.7,3.9,0.0,0.0,0.0,0.0,0.0,0.0
1983,Pete Rose,PHI,1970-2009,555,2,0.8,0.0,2.8,2.0,33.5,60.0,0.0,0.7,0.0,0.0,0.9,0.4,4.5
1982,Ryne Sandberg,CHC,1970-2009,687,17,2.0,1.3,0.6,4.5,36.0,46.3,0.0,0.0,0.0,1.2,4.5,11.9,0.1
1983,Ryne Sandberg,CHC,1970-2009,699,17,1.5,1.0,1.4,4.0,37.6,57.7,0.7,0.0,0.0,0.0,1.1,2.3,0.6
1984,Ryne Sandberg,CHC,1970-2009,700,37,4.7,4.6,1.8,4.7,0.0,100.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1985,Ryne Sandberg,CHC,1970-2009,673,26,4.5,4.3,2.2,4.6,0.0,63.6,36.1,0.0,0.0,0.0,0.0,0.3,0.0
1986,Ryne Sandberg,CHC,1970-2009,682,19,3.4,1.9,1.1,3.8,0.0,43.5,55.7,0.6,0.0,0.0,0.0,0.0,0.1
1987,Ryne Sandberg,CHC,1970-2009,587,15,3.6,1.7,2.8,3.5,16.0,81.4,2.4,0.0,0.0,0.0,0.0,0.0,0.2
1988,Ryne Sandberg,CHC,1970-2009,679,22,2.2,3.3,2.5,3.7,13.7,56.0,0.0,29.3,0.0,0.4,0.0,0.3,0.3
1989,Ryne Sandberg,CHC,1970-2009,672,29,4.1,4.3,2.4,3.4,0.0,53.0,46.9,0.0,0.0,0.1,0.0,0.0,0.0
1990,Ryne Sandberg,CHC,1970-2009,675,32,4.3,4.8,1.6,4.0,0.0,99.9,0.0,0.0,0.0,0.0,0.0,0.1,0.0
1991,Ryne Sandberg,CHC,1970-2009,684,29,3.6,3.9,4.1,3.0,0.1,40.9,51.5,6.7,0.3,0.0,0.0,0.0,0.4
1992,Ryne Sandberg,CHC,1970-2009,687,32,4.2,4.4,3.1,3.7,0.0,49.6,32.9,17.3,0.0,0.0,0.1,0.0,0.0
1996,Ryne Sandberg,CHC,1970-2009,621,18,0.3,3.4,2.3,3.2,0.0,56.0,1.8,9.2,6.4,26.1,0.0,0.0,0.5
1986,Dick Schofield,CAL,1970-2009,529,18,0.9,2.0,2.7,4.5,0.9,14.7,0.0,0.0,0.0,2.6,23.8,46.9,11.0
1987,Dick Schofield,CAL,1970-2009,531,11,0.7,0.6,1.4,3.6,5.3,8.7,7.2,0.0,1.9,14.7,42.4,10.9,9.0
1988,Dick Schofield,CAL,1970-2009,589,17,0.3,0.6,1.8,3.9,26.8,5.8,0.0,0.0,0.0,0.0,9.3,5.1,53.0
1992,Dick Schofield,- - -,1970-2009,502,14,0.0,0.6,4.0,3.2,0.0,33.7,0.0,0.0,0.0,0.2,17.7,47.0,1.4
1994,Dick Schofield,TOR,1970-2009,373,4,0.9,0.5,2.1,1.5,8.3,2.7,0.0,0.0,0.0,0.0,1.1,18.5,69.4
2008,Marco Scutaro,TOR,1970-2009,592,18,1.4,0.3,3.0,2.4,19.9,48.3,0.0,0.2,0.0,2.0,6.1,13.5,10.0
2009,Marco Scutaro,TOR,1970-2009,680,19,2.5,1.1,4.4,2.7,100.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2010,Marco Scutaro,BOS,2010-present,695,15,3.1,1.0,1.9,1.6,91.5,3.6,0.0,0.0,0.0,0.0,0.1,1.2,3.6
2012,Marco Scutaro,- - -,2010-present,683,16,4.4,0.3,0.9,2.7,25.9,68.4,0.0,0.0,0.6,3.8,0.4,0.0,0.9
2013,Marco Scutaro,SFG,2010-present,547,14,4.0,0.1,2.7,2.1,9.7,88.1,1.6,0.0,0.0,0.0,0.0,0.0,0.5
2016,Corey Seager,LAD,2010-present,687,25,4.5,3.3,2.0,2.6,0.0,79.5,15.7,0.0,1.2,0.4,1.3,1.0,0.9
2017,Corey Seager,LAD,2010-present,613,25,3.8,2.4,3.4,1.1,0.2,98.4,0.2,0.0,0.0,0.2,0.5,0.3,0.3
2019,Corey Seager,LAD,2010-present,541,17,2.4,2.4,1.8,1.3,0.7,21.6,10.7,4.4,33.3,18.1,9.6,0.0,1.5
2020,Corey Seager,LAD,2010-present,232,10,4.4,4.3,1.2,2.5,0.0,76.7,1.7,0.0,12.1,7.8,1.7,0.0,0.0
2022,Corey Seager,TEX,2010-present,663,19,1.7,4.0,2.8,2.0,0.0,70.7,29.3,0.0,0.0,0.0,0.0,0.0,0.0
2023,Corey Seager,TEX,2010-present,536,24,4.9,4.9,2.8,0.8,0.0,100.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2024,Corey Seager,TEX,2010-present,205,5,2.7,1.9,4.4,0.1,0.0,100.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2012,Kyle Seager,SEA,2010-present,651,18,1.7,2.3,1.6,1.9,0.0,0.0,46.2,9.8,32.3,10.9,0.6,0.0,0.2
2013,Kyle Seager,SEA,2010-present,695,21,1.7,2.6,3.3,2.6,0.0,22.3,58.6,0.0,14.5,3.5,0.6,0.0,0.6
2014,Kyle Seager,SEA,2010-present,654,27,2.4,4.0,2.7,2.6,0.0,0.6,0.6,26.6,50.9,17.4,3.7,0.0,0.2
2015,Kyle Seager,SEA,2010-present,686,23,2.4,3.1,2.8,1.2,0.0,50.0,0.6,7.4,41.1,0.6,0.1,0.0,0.1
2016,Kyle Seager,SEA,2010-present,676,28,3.1,3.7,4.0,1.8,0.0,3.6,0.6,1.6,70.3,24.0,0.0,0.0,0.0
2017,Kyle Seager,SEA,2010-present,650,18,1.2,2.9,2.8,0.6,0.0,0.6,0.0,10.9,87.7,0.8,0.0,0.0,0.0
2018,Kyle Seager,SEA,2010-present,630,12,0.1,2.5,1.0,0.9,0.0,0.0,1.3,9.7,70.3,15.9,2.7,0.0,0.2
2020,Kyle Seager,SEA,2010-present,248,8,1.6,2.6,4.2,3.3,0.0,1.6,11.7,86.3,0.0,0.0,0.4,0.0,0.0
2021,Kyle Seager,SEA,2010-present,670,19,0.1,3.5,2.6,1.0,0.0,0.6,69.3,29.7,0.0,0.3,0.0,0.0,0.1
1987,Kevin Seitzer,KCR,1970-2009,725,24,4.7,1.4,3.4,3.2,0.0,82.8,17.2,0.0,0.0,0.0,0.0,0.0,0.0
1988,Kevin Seitzer,KCR,1970-2009,643,21,4.3,1.1,3.9,2.4,1.4,45.6,22.2,0.0,30.6,0.0,0.0,0.2,0.0
1989,Kevin Seitzer,KCR,1970-2009,715,17,3.1,0.3,4.6,2.2,23.2,69.9,6.6,0.0,0.0,0.0,0.0,0.0,0.3
1990,Kevin Seitzer,KCR,1970-2009,697,17,2.7,0.9,2.9,2.4,75.3,24.0,0.0,0.0,0.0,0.0,0.1,0.1,0.4
1992,Kevin Seitzer,MIL,1970-2009,615,17,2.5,0.9,2.7,2.2,0.0,49.6,1.5,0.2,1.1,9.4,31.9,6.3,0.0
1995,Kevin Seitzer,MIL,1970-2009,570,15,4.3,0.8,3.2,1.1,0.0,31.8,53.9,12.5,1.6,0.0,0.0,0.2,0.2
1996,Kevin Seitzer,- - -,1970-2009,675,20,4.5,1.5,4.0,2.2,0.0,35.4,51.3,0.6,11.9,0.6,0.0,0.1,0.1
2015,Marcus Semien,OAK,2010-present,601,12,1.5,1.8,2.3,3.9,5.8,29.6,0.0,0.0,0.0,1.3,4.0,27.6,31.6
2016,Marcus Semien,OAK,2010-present,621,18,0.5,3.1,2.7,3.0,10.8,16.7,0.6,0.0,0.8,7.9,32.0,12.7,18.4
2018,Marcus Semien,OAK,2010-present,703,20,2.2,0.9,2.6,3.1,45.8,23.9,0.0,0.0,0.0,2.3,15.6,12.4,0.0
2019,Marcus Semien,OAK,2010-present,747,31,3.6,3.4,4.1,3.7,90.4,5.5,0.0,0.0,0.0,1.6,2.0,0.5,0.0
2020,Marcus Semien,OAK,2010-present,236,4,0.9,1.2,3.5,3.9,75.4,19.5,5.1,0.0,0.0,0.0,0.0,0.0,0.0
2021,Marcus Semien,TOR,2010-present,724,27,2.8,4.7,2.8,4.0,55.7,28.2,10.6,0.0,0.6,4.7,0.0,0.0,0.3
2022,Marcus Semien,TEX,2010-present,724,22,1.9,3.3,1.9,4.5,74.9,23.9,1.2,0.0,0.0,0.0,0.0,0.0,0.0
2023,Marcus Semien,TEX,2010-present,753,27,4.1,3.5,3.2,3.5,100.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2024,Marcus Semien,TEX,2010-present,230,9,3.8,3.4,1.7,3.0,100.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1990,Gary Sheffield,MIL,1970-2009,547,16,3.9,2.1,2.1,2.8,7.3,43.0,45.0,0.0,4.8,0.0,0.0,0.0,0.0
1992,Gary Sheffield,SDP,1970-2009,618,28,5.0,4.8,1.9,1.6,0.0,0.0,96.4,3.2,0.0,0.0,0.0,0.0,0.3
1993,Gary Sheffield,- - -,1970-2009,557,8,3.4,3.7,2.4,3.5,0.0,0.2,57.5,41.3,0.0,0.2,0.0,0.4,0.5
1994,Gary Sheffield,FLA,1970-2009,384,12,2.2,4.8,4.4,2.8,0.0,0.0,99.5,0.0,0.0,0.0,0.0,0.0,0.5
1996,Gary Sheffield,FLA,1970-2009,677,27,4.4,5.0,5.0,2.1,0.0,0.0,58.8,41.1,0.0,0.0,0.1,0.0,0.0
1997,Gary Sheffield,FLA,1970-2009,582,17,0.6,3.3,5.0,1.9,0.0,0.0,58.1,41.6,0.0,0.0,0.0,0.2,0.2
1998,Gary Sheffield,- - -,1970-2009,549,20,3.6,3.8,4.9,2.6,0.0,0.0,35.7,63.8,0.0,0.2,0.0,0.0,0.4
1999,Gary Sheffield,LAD,1970-2009,663,18,3.3,3.5,4.6,1.4,0.2,0.2,98.8,0.6,0.0,0.0,0.2,0.2,0.0
2000,Gary Sheffield,LAD,1970-2009,612,27,4.5,4.8,4.7,1.3,0.0,0.0,75.3,24.7,0.0,0.0,0.0,0.0,0.0
2001,Gary Sheffield,LAD,1970-2009,618,24,4.2,4.2,4.6,2.1,0.0,0.0,53.2,46.8,0.0,0.0,0.0,0.0,0.0
2002,Gary Sheffield,ATL,1970-2009,579,23,4.3,3.3,3.7,2.3,0.0,0.0,83.2,16.2,0.0,0.0,0.2,0.0,0.3
2003,Gary Sheffield,ATL,1970-2009,678,32,4.9,4.6,4.1,3.8,0.0,0.0,99.9,0.0,0.0,0.0,0.0,0.1,0.0
2004,Gary Sheffield,NYY,1970-2009,684,23,3.1,4.3,4.6,1.1,0.0,0.0,56.6,14.8,28.7,0.0,0.0,0.0,0.0
2005,Gary Sheffield,NYY,1970-2009,675,20,3.5,4.0,4.2,2.3,0.0,0.0,86.7,13.3,0.0,0.0,0.0,0.0,0.0
2007,Gary Sheffield,DET,1970-2009,593,16,1.3,3.6,4.6,3.7,0.0,0.0,99.0,0.7,0.0,0.0,0.0,0.0,0.3
2013,Andrelton Simmons,ATL,2010-present,658,24,0.9,2.2,1.0,3.2,45.9,12.8,0.0,0.2,0.0,5.3,13.1,20.5,2.3
2014,Andrelton Simmons,ATL,2010-present,576,15,0.9,0.4,0.9,1.9,0.9,26.6,0.0,0.0,1.6,7.8,28.0,32.6,2.6
2015,Andrelton Simmons,ATL,2010-present,583,20,2.0,0.1,1.8,2.0,0.0,18.0,0.0,0.0,2.9,13.9,34.6,27.6,2.9
2017,Andrelton Simmons,LAA,2010-present,647,28,3.3,0.8,1.8,3.7,5.7,4.5,1.2,1.9,44.7,35.7,6.3,0.0,0.0
2018,Andrelton Simmons,LAA,2010-present,600,22,4.3,0.6,0.9,3.4,0.5,13.3,0.7,7.0,34.0,41.3,1.8,1.3,0.0
1971,Ted Simmons,STL,1970-2009,563,20,4.2,2.1,1.4,1.5,0.0,0.0,43.7,0.0,45.1,5.2,3.9,1.2,0.9
1972,Ted Simmons,STL,1970-2009,629,22,4.1,3.4,0.4,1.7,0.0,0.0,0.0,4.6,94.9,0.2,0.0,0.0,0.3
1973,Ted Simmons,STL,1970-2009,690,25,4.7,2.0,2.3,0.4,0.0,0.0,3.5,75.9,20.4,0.0,0.0,0.0,0.1
1974,Ted Simmons,STL,1970-2009,662,21,2.2,4.0,1.5,0.6,0.0,0.0,5.0,64.4,20.8,9.5,0.2,0.0,0.2
1975,Ted Simmons,STL,1970-2009,649,26,4.9,3.6,2.8,0.5,0.0,0.0,0.0,76.6,22.5,0.3,0.6,0.0,0.0
1976,Ted Simmons,STL,1970-2009,625,19,3.6,1.9,4.0,0.6,0.0,0.0,0.0,96.5,2.7,0.3,0.2,0.2,0.2
1977,Ted Simmons,STL,1970-2009,601,27,4.6,3.3,4.3,0.6,0.0,0.0,0.7,70.7,26.8,0.3,0.5,0.5,0.5
1978,Ted Simmons,STL,1970-2009,604,25,3.6,4.6,4.2,1.1,0.0,0.0,0.0,97.7,0.2,0.0,0.2,0.3,1.7
1979,Ted Simmons,STL,1970-2009,521,19,3.0,4.5,3.9,0.0,0.0,0.0,0.0,98.7,0.0,0.0,1.0,0.2,0.2
1980,Ted Simmons,STL,1970-2009,562,21,4.3,4.4,3.5,0.8,0.0,0.4,2.5,92.5,1.2,0.7,0.2,1.4,1.1
1981,Ted Simmons,MIL,1970-2009,413,8,0.2,3.8,0.9,1.6,0.0,0.0,0.0,32.7,20.8,42.9,2.7,0.2,0.7
1982,Ted Simmons,MIL,1970-2009,581,18,2.0,3.3,0.8,0.1,0.0,0.0,0.0,71.3,22.5,2.1,3.8,0.3,0.0
1983,Ted Simmons,MIL,1970-2009,650,21,4.5,2.2,1.3,1.5,0.0,0.0,4.6,40.0,53.4,1.2,0.0,0.2,0.6
1984,Ted Simmons,MIL,1970-2009,532,0,0.0,0.5,0.9,1.8,0.0,3.4,0.0,10.2,49.6,35.9,0.8,0.2,0.0
1985,Ted Simmons,MIL,1970-2009,592,12,2.6,1.6,3.3,0.7,0.0,0.0,1.9,43.1,54.6,0.0,0.0,0.0,0.5
1978,Ozzie Smith,SDP,1970-2009,668,19,1.3,0.1,1.5,4.3,13.9,78.4,0.0,0.0,0.0,0.1,1.0,6.4,0.0
1979,Ozzie Smith,SDP,1970-2009,649,12,0.0,0.1,1.1,4.8,9.1,68.0,0.0,0.0,0.0,0.0,0.0,22.8,0.2
1980,Ozzie Smith,SDP,1970-2009,712,22,0.1,0.0,3.3,4.3,27.9,64.7,0.0,0.0,0.0,0.0,5.6,1.7,0.0
1981,Ozzie Smith,SDP,1970-2009,507,8,0.3,0.1,2.2,3.8,82.8,17.0,0.0,0.0,0.0,0.0,0.0,0.2,0.0
1982,Ozzie Smith,STL,1970-2009,567,22,0.6,0.4,4.2,3.1,14.5,13.6,0.0,0.0,0.0,0.0,0.0,71.8,0.2
1983,Ozzie Smith,STL,1970-2009,626,19,0.6,1.2,3.3,4.1,12.0,33.4,0.0,0.0,0.0,0.0,1.1,52.9,0.6
1985,Ozzie Smith,STL,1970-2009,615,27,3.2,0.9,3.5,3.8,0.0,6.5,0.0,0.0,0.0,0.0,43.4,50.1,0.0
1986,Ozzie Smith,STL,1970-2009,609,24,3.3,0.1,4.1,3.9,0.8,51.1,0.0,0.0,0.2,3.4,26.6,16.9,1.0
1987,Ozzie Smith,STL,1970-2009,706,31,4.1,0.3,4.1,4.0,6.9,92.5,0.0,0.3,0.0,0.0,0.0,0.0,0.3
1988,Ozzie Smith,STL,1970-2009,669,27,2.7,0.4,3.8,3.8,3.0,92.5,0.6,0.1,0.0,3.4,0.0,0.0,0.3
1989,Ozzie Smith,STL,1970-2009,664,29,3.1,1.0,2.2,4.5,0.8,69.7,23.9,0.0,0.0,1.4,3.0,1.1,0.2
1990,Ozzie Smith,STL,1970-2009,592,16,1.0,0.1,3.2,3.2,4.7,71.1,0.0,0.0,0.0,3.2,13.2,7.3,0.5
1991,Ozzie Smith,STL,1970-2009,641,25,3.4,0.5,4.2,4.2,3.7,96.3,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1992,Ozzie Smith,STL,1970-2009,590,23,3.9,0.1,3.2,4.0,0.0,98.8,0.0,0.0,0.0,0.0,0.0,0.7,0.5
1993,Ozzie Smith,STL,1970-2009,603,18,3.1,0.3,1.5,3.9,0.2,98.7,0.0,0.0,0.0,0.2,0.0,0.7,0.3
1994,Ozzie Smith,STL,1970-2009,433,12,1.2,0.5,2.3,3.0,0.0,89.6,0.0,0.0,0.0,0.0,0.5,9.7,0.2
2009,Denard Span,MIN,1970-2009,676,21,4.4,0.4,3.3,4.5,100.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2010,Denard Span,MIN,2010-present,705,15,2.0,0.4,2.5,4.6,100.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2012,Denard Span,MIN,2010-present,568,18,3.4,0.6,2.6,3.7,99.5,0.2,0.0,0.0,0.0,0.0,0.2,0.0,0.2
2013,Denard Span,WSN,2010-present,662,20,2.8,0.5,1.3,4.6,92.3,0.0,0.0,0.0,0.0,0.3,6.9,0.0,0.5
2014,Denard Span,WSN,2010-present,668,21,4.5,1.4,2.4,4.8,99.7,0.1,0.0,0.0,0.0,0.0,0.0,0.1,0.0
2016,Denard Span,SFG,2010-present,637,11,1.9,0.5,2.2,3.4,96.4,0.0,0.0,0.0,0.0,0.5,0.0,2.2,0.9
2017,Denard Span,SFG,2010-present,542,6,2.3,1.3,1.6,4.1,90.6,0.2,6.8,0.0,0.2,0.0,0.0,0.9,1.3
1970,Willie Stargell,PIT,1970-2009,529,15,1.4,4.5,2.0,0.8,0.2,0.2,3.4,60.1,24.8,9.8,0.2,0.0,1.3
1971,Willie Stargell,PIT,1970-2009,606,32,4.0,5.0,4.5,0.2,0.0,0.3,0.0,96.0,0.0,3.1,0.0,0.3,0.2
1972,Willie Stargell,PIT,1970-2009,569,21,3.9,4.8,3.8,0.9,0.0,0.0,0.0,96.8,1.1,1.1,0.2,0.2,0.7
1973,Willie Stargell,PIT,1970-2009,609,30,4.2,5.0,4.3,1.3,0.0,0.0,0.0,98.7,0.0,0.0,0.0,0.3,1.0
1974,Willie Stargell,PIT,1970-2009,605,25,4.2,4.9,4.5,1.2,0.0,0.0,0.0,99.3,0.2,0.0,0.0,0.3,0.2
1975,Willie Stargell,PIT,1970-2009,526,18,3.6,4.6,3.2,0.6,0.0,0.0,6.8,92.8,0.0,0.0,0.0,0.0,0.4
2021,Myles Straw,- - -,2010-present,638,18,3.2,0.0,3.8,4.1,44.8,3.0,0.0,0.0,0.9,0.0,3.8,43.1,4.4
2022,Myles Straw,CLE,2010-present,596,14,0.4,0.0,2.9,4.7,44.0,0.0,0.0,0.3,0.2,0.0,0.8,0.7,54.0
2023,Myles Straw,CLE,2010-present,518,9,0.8,0.0,2.2,3.9,0.0,2.3,0.0,0.0,0.2,0.6,7.9,36.7,52.3
2001,Ichiro Suzuki,SEA,1970-2009,738,29,5.0,0.7,0.2,4.8,98.9,0.3,0.0,0.0,0.0,0.3,0.1,0.0,0.4
2002,Ichiro Suzuki,SEA,1970-2009,728,20,4.7,0.5,2.8,4.4,97.0,0.3,2.1,0.0,0.0,0.0,0.0,0.5,0.1
2003,Ichiro Suzuki,SEA,1970-2009,725,25,4.5,0.9,0.5,4.7,99.4,0.0,0.0,0.0,0.0,0.0,0.3,0.3,0.0
2004,Ichiro Suzuki,SEA,1970-2009,762,28,5.0,0.3,1.1,3.6,94.5,0.0,5.4,0.0,0.1,0.0,0.0,0.0,0.0
2005,Ichiro Suzuki,SEA,1970-2009,739,19,4.3,1.2,1.4,4.8,99.9,0.0,0.0,0.0,0.0,0.0,0.1,0.0,0.0
2006,Ichiro Suzuki,SEA,1970-2009,752,24,4.7,0.4,1.2,4.7,100.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2007,Ichiro Suzuki,SEA,1970-2009,736,30,5.0,0.3,1.1,4.4,100.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2008,Ichiro Suzuki,SEA,1970-2009,749,22,4.6,0.2,1.4,4.6,99.9,0.0,0.0,0.0,0.0,0.1,0.0,0.0,0.0
2009,Ichiro Suzuki,SEA,1970-2009,678,24,5.0,0.8,0.3,3.6,100.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2010,Ichiro Suzuki,SEA,2010-present,732,19,4.7,0.4,1.1,3.8,100.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2011,Ichiro Suzuki,SEA,2010-present,721,10,2.6,0.1,0.7,3.9,100.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2012,Ichiro Suzuki,- - -,2010-present,663,14,3.4,0.5,0.1,4.4,24.0,16.4,33.6,0.0,0.2,0.2,2.0,16.7,6.9
2013,Ichiro Suzuki,NYY,2010-present,555,14,1.9,0.2,0.5,4.1,14.1,30.1,0.0,0.5,7.2,18.2,18.7,10.1,1.1
